name,gz,dd,xl,jy,cn,url
招聘31504-腾讯云监控高级运维工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920367509.shtml
招聘PCG10-QQ浏览器推荐算法工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920367493.shtml
招聘30359-后台开发高级工程师（深圳）,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920367497.shtml
招聘30359-大数据高级开发工程师（深圳）,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1920367479.shtml
招聘28607-113 微信支付大数据平台开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920367465.shtml
招聘PCG09-QQ看点数据分析工程师（深圳）,面议,深圳,本科及以上,1年以上,腾讯,https://www.liepin.com/job/1920367469.shtml
招聘PCG16-信息流推荐算法研究员(深圳）,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920367459.shtml
招聘50680-25923-移动游戏运维工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920352083.shtml
招聘25923-高级运维工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920352081.shtml
招聘18435-风控策略稽核建模工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920352075.shtml
招聘PCG10-浏览器后台开发工程师（用户增长）,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920352073.shtml
招聘31504-容器云高级工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920352053.shtml
招聘28601-微信支付刷脸支付后台开发工程师（深圳）,面议,深圳,本科及以上,1年以上,腾讯,https://www.liepin.com/job/1920315659.shtml
招聘PCG04-测试开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920277097.shtml
招聘CSIG16-车联网运营平台开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920180807.shtml
招聘TEG05-金融风控数据挖掘工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920180773.shtml
招聘TEG17-人工智能算法工程师（深圳）,面议,深圳,学历不限,5年以上,腾讯,https://www.liepin.com/job/1920180755.shtml
招聘TEG13-高级业务运维工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920145603.shtml
招聘PCG09-信息流推荐算法工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920145599.shtml
招聘25923-运营开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920145605.shtml
招聘15569-QQ飞车手游数据分析师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920145587.shtml
招聘CSIG16-车联网大数据应用工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920107097.shtml
招聘PCG19-腾讯视频计算机视觉算法高级工程师（深圳）,面议,深圳,学历不限,1年以上,腾讯,https://www.liepin.com/job/1920107091.shtml
招聘TEG01-C++后台开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920107069.shtml
招聘TEG01-数据挖掘算法工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920107073.shtml
招聘50515-TEG01-自然语言处理工程师（深圳）,面议,深圳,学历不限,2年以上,腾讯,https://www.liepin.com/job/1920107067.shtml
招聘25923-devops平台产品经理,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920107049.shtml
招聘18435-风控数据应用工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1920060509.shtml
招聘22989-高级系统技术工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920060461.shtml
招聘18428-金融业务测试工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920002137.shtml
招聘PCG14-商业化数据分析师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920002135.shtml
招聘TEG05-广告反作弊高级工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1920002111.shtml
招聘TEG04-腾讯微校数据平台开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1919973435.shtml
招聘PCG14-增长算法工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1919973421.shtml
招聘PCG14-增长大数据工程师（深圳）,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1919973419.shtml
招聘PCG14-增长数据分析师（深圳）,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1919973417.shtml
招聘18428-证券业务测试工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1919973407.shtml
招聘PCG04-混沌工程开发工程师（深圳）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1919973411.shtml
招聘TEG13-云平台后台开发工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1919949153.shtml
招聘TEG13-基础架构后台开发高级工程师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1919949155.shtml
招聘PCG14-应用宝推荐架构后台开发（深圳）,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1919949091.shtml
招聘30933-资深技术美术(深圳）,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1919949095.shtml
招聘22989-WEB后台开发工程师,面议,深圳,本科及以上,2年以上,腾讯,https://www.liepin.com/job/1919897183.shtml
招聘30625-腾讯广告电商广告运营数据&BI分析师,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1919897163.shtml
招聘PCG10-后台开发（用户增长）,面议,深圳,本科及以上,3年以上,腾讯,https://www.liepin.com/job/1919897161.shtml
招聘15605-海贼王手游项目组高级技术美术（深圳）,面议,深圳,本科及以上,5年以上,腾讯,https://www.liepin.com/job/1919897151.shtml
招聘视频算法工程师,24-48万,深圳-龙岗区,本科及以上,3年以上,深圳市有为信息技术发展有限公司,https://www.liepin.com/job/1918568095.shtml
招聘数据挖掘算法工程师,10-18万,深圳-宝安区,统招本科,1年以上,古瑞瓦特,https://www.liepin.com/job/1920406075.shtml
招聘业务运维工程师（账无忧）,14-29万,深圳-科技园,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1913792077.shtml
招聘业务运维工程师（金蝶账无忧）,12-24万,深圳-科技园,本科及以上,3年以上,金蝶软件深圳,https://www.liepin.com/job/1913266848.shtml
招聘博士后（人工智能图像方向）,面议,深圳-科技园,博士,经验不限,金蝶软件深圳,https://www.liepin.com/job/1914264933.shtml
招聘高级软件开发工程师（go语言）,18-36万,深圳-科技园,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1911389868.shtml
招聘产品测试工程师-WJC,18-30万,深圳,本科及以上,3年以上,金蝶软件深圳,https://www.liepin.com/job/1916401099.shtml
招聘自动化测试工程师,14-21万,深圳,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1916068013.shtml
招聘业务运维工程师（账无忧）,14-29万,深圳-科技园,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1913792077.shtml
招聘业务运维工程师（金蝶账无忧）,12-24万,深圳-科技园,本科及以上,3年以上,金蝶软件深圳,https://www.liepin.com/job/1913266848.shtml
招聘博士后（人工智能图像方向）,面议,深圳-科技园,博士,经验不限,金蝶软件深圳,https://www.liepin.com/job/1914264933.shtml
招聘博士后（人工智能语音方向）,面议,深圳-科技园,博士,经验不限,金蝶软件深圳,https://www.liepin.com/job/1914264952.shtml
招聘go语言高级软件开发工程师,21-49万,深圳-科技园,本科及以上,3年以上,金蝶软件深圳,https://www.liepin.com/job/1911532681.shtml
招聘产品测试工程师（金蝶-账无忧）,10-19万,深圳-科技园,本科及以上,2年以上,金蝶软件深圳,https://www.liepin.com/job/1912517108.shtml
招聘软件开发-数据库方向（互联网金融）,12-24万,深圳-科技园,统招本科,5年以上,金蝶软件深圳,https://www.liepin.com/job/199676791.shtml
招聘大数据分析挖掘工程师（KDC）,18-36万,深圳-南山区,本科及以上,4年以上,金蝶软件深圳,https://www.liepin.com/job/1920480259.shtml
招聘产品测试工程师-WJC2,14-29万,深圳,本科及以上,2年以上,金蝶软件深圳,https://www.liepin.com/job/1916721737.shtml
招聘运维工程师,11-18万,深圳-科技园,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1910802038.shtml
招聘Go开发工程师（云基础技术 ）,面议,深圳-科技园,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1912972646.shtml
招聘语音识别工程师,面议,深圳-科技园,硕士及以上,3年以上,金蝶软件深圳,https://www.liepin.com/job/1912233623.shtml
招聘Go开发工程师KCP-2,21-42万,深圳-南山区,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1919857375.shtml
招聘高级测试工程师,21-35万,深圳,统招本科,5年以上,金蝶软件深圳,https://www.liepin.com/job/1917385683.shtml
招聘AI算法专家 KDI-2,面议,深圳,硕士及以上,3年以上,金蝶软件深圳,https://www.liepin.com/job/1915827139.shtml
招聘高级运维工程师KIT-6,14-28万,深圳-南山区,统招本科,3年以上,金蝶软件深圳,https://www.liepin.com/job/1919326025.shtml
招聘运维工程师,10-18万,深圳,统招本科,3年以上,戴瑞珠宝,https://www.liepin.com/job/1919828785.shtml
招聘高级 Node.js 全栈工程师,30-42万,深圳,统招本科,3年以上,AFTERSHIP LIMITED,https://www.liepin.com/job/1917484761.shtml
招聘Java资深开发/架构师-金融方向（P6-P8）,42-78万,深圳-南山区,统招本科,5年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1914188573.shtml
招聘C++资深开发工程师/架构师-金融方向（P6-P8）,42-78万,深圳-南山区,统招本科,5年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1914188867.shtml
招聘应用运维工程师/专家（P6-P8）3,42-87万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916328123.shtml
招聘语音唤醒算法工程师（P6-P7）,45-75万,深圳,硕士及以上,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000367.shtml
招聘AI运营流程开发(P6-P8)3,45-90万,深圳,本科及以上,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000509.shtml
招聘AI线上实验平台高级研发工程师（P7-P8）3,45-90万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000575.shtml
招聘研发部数据科学家(P9-P11)3,165-210万,深圳,硕士及以上,5年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000567.shtml
招聘AI开发工程师（P6-P8）3,45-90万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000507.shtml
招聘数据挖掘工程师/专家（P6-P8）,60-96万,深圳-南山区,统招本科,5年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1914190688.shtml
招聘运维工程师（P6-P8）3,38-83万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000579.shtml
招聘Android开发工程师/架构师（P6-P8）3,38-83万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000577.shtml
招聘地图大数据挖掘工程师(P6-P7)3,45-75万,深圳,硕士及以上,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000389.shtml
招聘专有云高级后台研发工程师/专家（P7-P8）3,60-90万,深圳,统招本科,8年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000467.shtml
招聘自然语言算法工程师/专家/总监（P6-P8）,45-90万,深圳,硕士及以上,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916095353.shtml
招聘反垃圾算法工程师/专家（P6-P8）3,45-90万,深圳,硕士及以上,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916026655.shtml
招聘推荐算法工程师/架构师（P6-P8),66-102万,深圳-南山区,硕士及以上,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1914189756.shtml
招聘风控策略及数据分析工程师（P6-P7)3,38-68万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000349.shtml
招聘数据挖掘工程师/专家（P7-P8）3,45-90万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000571.shtml
招聘系统测试工程师（P6-P8）3,38-83万,深圳,统招本科,3年以上,武汉华屴科贸有限公司,https://www.liepin.com/job/1916000573.shtml
